CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
683,France,Male,36,5,115350.63,1,1,1,122305.91
589,Germany,Male,38,8,92219.21,1,1,0,99106.97
719,Spain,Male,35,3,122964.88,1,1,1,138231.7
513,France,Male,30,5,0.0,2,1,0,162523.66
556,France,Male,26,4,0.0,1,1,0,195167.38
657,Germany,Male,40,7,99165.84,1,0,1,119333.95
698,Spain,Male,45,5,164450.94,1,1,0,141970.02
721,France,Female,55,3,44020.89,1,1,0,65864.4
694,France,Male,30,2,0.0,3,0,1,15039.41
648,Spain,Male,35,7,0.0,2,1,1,78436.36
579,France,Female,27,9,0.0,2,1,0,126838.7
584,Germany,Male,47,7,130538.77,1,1,0,92915.84
817,Germany,Male,45,9,101207.75,1,0,0,88211.12
601,France,Female,46,3,98202.76,1,0,0,137763.93
850,France,Female,34,4,71379.53,2,1,1,154000.99
589,France,Female,61,1,0.0,1,1,0,61108.56
560,Spain,Male,47,1,0.0,1,0,0,128882.66
749,France,Male,37,7,0.0,2,1,0,20306.79
722,Germany,Female,37,0,125977.81,1,0,0,160162.42
647,Spain,Male,47,5,105603.21,2,1,1,157360.9
465,France,Male,25,2,78247.31,2,1,1,10472.31
728,Germany,Male,39,6,152182.83,1,0,0,161203.6
507,France,Male,41,3,58820.32,2,1,1,138536.09
645,Germany,Female,31,1,128927.93,1,1,1,2850.01
609,Spain,Male,61,1,0.0,1,1,0,22447.85
774,France,Female,47,6,94722.88,1,0,1,61450.96
804,Spain,Male,33,7,76548.6,1,0,1,98453.45
588,Germany,Female,42,2,164307.77,1,1,0,48498.19
733,Spain,Male,44,3,106070.89,1,0,1,101617.43
515,Spain,Male,40,10,121355.99,1,1,0,138360.29
718,France,Female,31,0,118100.59,2,1,0,103165.15
663,France,Female,33,2,0.0,2,1,0,153295.0
612,Germany,Male,32,9,106520.73,2,1,0,177092.16
794,Germany,Female,54,1,75900.84,1,1,1,192154.66
699,Spain,Male,43,2,136487.86,2,1,0,82815.93
618,Germany,Female,29,10,100315.1,2,1,1,32526.64
706,Spain,Male,53,7,0.0,2,0,1,117939.17
550,France,Male,34,8,122359.5,1,0,0,116495.55
606,Germany,Female,47,0,137138.2,2,0,1,53784.22
687,France,Male,35,9,0.0,2,0,1,73133.82
672,Spain,Female,56,2,209767.31,2,1,1,150694.42
570,Germany,Male,42,0,107856.57,2,1,0,127528.84
589,Germany,Female,19,9,83495.11,1,1,1,143022.31
476,Germany,Male,30,3,134366.42,1,1,0,68343.53
645,France,Male,45,6,155417.61,1,0,1,3449.22
590,France,Male,31,8,112211.61,1,1,0,26261.42
730,France,Female,41,4,167545.32,1,1,0,128246.81
834,France,Male,23,4,131254.81,1,1,0,20199.3
715,Spain,Male,38,2,96798.79,2,1,1,4554.67
525,France,Male,35,7,165358.77,1,0,1,94738.54
708,France,Male,41,0,0.0,1,1,0,128400.62
667,Spain,Male,35,4,97585.32,2,0,0,57213.46
566,Spain,Male,32,10,147511.26,1,1,1,159891.03
744,France,Female,39,6,0.0,1,0,0,10662.58
593,France,Female,35,6,133489.12,2,1,1,78101.29
485,Germany,Male,34,3,133658.24,1,1,0,70209.83
759,France,Male,26,4,0.0,2,1,0,135394.62
700,France,Male,37,1,135179.49,1,1,0,160670.37
483,France,Male,27,1,77805.66,1,1,1,2101.89
452,France,Female,35,8,0.0,2,1,1,149614.81
850,France,Female,35,2,128548.49,4,1,0,75478.95
726,France,Female,48,4,0.0,1,1,0,114020.06
773,Spain,Female,33,10,0.0,1,1,1,98820.09
618,France,Female,42,2,0.0,4,0,0,111097.39
788,Spain,Male,37,8,141541.25,1,0,0,66013.27
653,France,Female,40,0,0.0,2,1,0,35795.85
850,Spain,Female,45,2,122311.21,1,1,1,19482.5
850,Spain,Male,30,2,0.0,2,0,1,27937.12
612,France,Male,41,5,0.0,3,0,0,151256.22
524,Germany,Female,31,8,107818.63,1,1,0,199725.39
621,Germany,Male,47,7,107363.29,1,1,1,66799.28
699,France,Female,49,2,0.0,1,0,0,105760.01
724,Spain,Male,45,5,83888.54,1,0,1,34121.81
691,France,Female,33,6,0.0,2,1,1,100408.31
511,Spain,Female,66,4,0.0,1,1,0,1643.11
608,France,Female,33,4,0.0,1,1,0,79304.38
703,France,Male,37,1,149762.08,1,1,0,20629.4
718,France,Male,48,9,0.0,2,1,1,72105.63
786,France,Male,32,2,120452.4,2,0,0,79602.86
689,Germany,Female,28,2,64808.32,2,0,0,78591.15
451,France,Female,36,2,0.0,2,1,1,180142.42
753,France,Female,50,4,0.0,2,1,1,861.4
684,France,Male,32,9,100249.41,2,0,1,67599.69
700,Spain,Male,44,9,0.0,2,1,0,142287.65
523,France,Female,73,7,0.0,2,0,0,130883.9
663,Spain,Female,53,6,150200.23,1,0,1,151317.27
782,Spain,Female,41,4,0.0,1,1,0,132943.88
635,Germany,Male,37,5,113488.68,1,1,0,95611.74
670,Spain,Male,37,0,178742.71,1,1,1,194493.57
629,Spain,Male,32,3,0.0,2,1,1,15404.64
809,France,Male,38,3,0.0,2,1,1,80061.31
766,France,Male,32,6,185714.28,1,1,1,102502.5
591,Spain,Male,30,8,124857.69,2,0,0,50485.7
620,Spain,Male,31,2,166833.86,2,1,1,135171.6
648,France,Male,33,7,134944.0,1,1,1,117036.38
773,Spain,Female,23,8,0.0,2,1,0,56759.79
701,France,Female,41,2,0.0,1,1,0,47856.78
418,France,Male,35,7,0.0,2,1,1,88878.15
699,France,Female,40,8,122038.34,1,1,0,102085.35
781,Germany,Male,35,7,92526.15,2,1,1,173837.54
673,France,Female,42,4,0.0,2,1,0,121440.8
550,France,Female,48,6,0.0,2,1,1,191870.28
798,France,Male,22,8,0.0,2,1,0,107615.43
509,France,Male,31,3,0.0,2,1,0,15360.91
643,Germany,Male,33,7,98630.31,2,1,1,40250.82
795,Spain,Female,56,5,0.0,1,1,0,35418.69
678,France,Female,43,7,178074.33,1,0,0,110405.9
685,France,Female,33,1,0.0,3,0,1,70221.13
627,France,Female,32,1,0.0,1,1,0,106851.7
761,France,Male,31,7,0.0,3,1,1,166698.18
575,France,Male,24,2,0.0,2,1,1,119927.81
619,France,Male,58,5,152199.33,1,1,1,86022.09
529,France,Male,28,9,0.0,2,1,1,52545.24
599,France,Male,50,3,121159.65,1,0,0,4033.39
699,France,Female,32,4,110559.46,1,1,1,127429.56
660,Spain,Male,30,4,0.0,2,1,0,129149.06
748,France,Female,41,2,91621.69,1,1,1,71139.31
504,Germany,Female,44,0,131873.07,2,1,1,158036.72
660,France,Male,30,7,146301.31,1,0,0,96847.91
553,Spain,Male,42,7,0.0,2,1,0,7680.23
572,Spain,Male,23,2,126873.52,1,0,1,67040.12
677,France,Female,72,8,0.0,2,1,1,153604.44
504,Germany,Female,43,7,102365.49,1,1,0,194690.77
676,France,Female,41,4,101457.14,1,1,1,79101.67
772,Germany,Female,48,6,108736.52,1,1,0,184564.67
639,France,Male,39,6,150555.83,1,1,0,30414.17
709,France,Female,32,2,0.0,2,0,0,109681.29
732,Spain,Female,69,9,137453.43,1,0,1,110932.24
714,Germany,Female,45,9,106431.97,2,1,1,164117.69
794,France,Male,30,8,0.0,2,1,1,24113.91
586,France,Female,46,0,0.0,3,0,1,131553.82
583,France,Female,42,7,0.0,2,1,0,144039.05
554,France,Female,35,10,74988.59,2,0,1,190155.13
645,France,Male,29,1,130131.08,2,0,1,196474.35
631,Spain,Male,29,3,0.0,2,1,1,197963.46
577,Spain,Male,35,5,110080.3,1,1,1,109794.31
426,France,Female,34,3,0.0,2,1,1,61230.83
841,Spain,Male,28,4,0.0,2,1,1,179436.6
651,Spain,Female,45,10,135923.16,1,1,0,18732.84
534,France,Male,41,9,0.0,2,1,0,13871.34
592,France,Male,39,7,0.0,2,1,0,83084.33
607,Spain,Female,33,2,108431.87,2,0,1,109291.39
696,Germany,Female,35,4,174902.26,1,1,0,69079.85
593,France,Male,33,1,0.0,2,0,0,9984.4
633,France,Male,29,7,0.0,1,1,1,130224.73
850,France,Female,41,5,0.0,2,1,1,34827.43
676,France,Female,34,8,100359.54,1,0,0,46038.28
716,Spain,Male,33,2,0.0,2,1,1,92916.53
807,Spain,Female,42,1,0.0,1,1,0,16500.66
677,Germany,Female,44,4,148770.61,2,1,1,191057.76
584,Spain,Female,30,5,0.0,2,1,1,185201.58
605,Spain,Female,48,10,150315.92,1,0,1,133486.36
536,France,Male,35,8,0.0,2,1,0,64833.28
507,France,Female,29,4,89349.47,2,0,0,180626.68
555,France,Male,30,1,0.0,2,0,0,88146.86
578,France,Male,45,1,148600.91,1,1,0,143397.14
583,France,Female,38,10,0.0,2,0,1,113597.64
472,Spain,Female,28,4,0.0,2,1,0,1801.77
642,France,Male,35,2,133161.95,1,0,1,122254.86
628,Spain,Female,33,3,0.0,1,1,1,188193.25
576,France,Female,41,4,112609.91,1,0,0,191035.18
694,Germany,Male,31,4,141989.27,2,1,0,26116.82
543,France,Female,31,2,147674.26,1,1,1,16658.76
675,France,Male,39,7,0.0,2,0,1,36267.21
649,Spain,Male,29,2,45022.23,1,1,1,173495.77
735,Germany,Female,43,9,98807.45,1,0,0,184570.04
545,France,Female,32,6,0.0,2,1,1,52067.37
497,France,Male,34,2,0.0,2,1,1,83087.13
782,France,Female,70,7,97072.42,1,0,1,131177.22
768,Spain,Female,42,3,0.0,1,0,0,161242.99
526,Spain,Male,38,2,0.0,2,0,0,58010.98
646,Germany,Male,46,1,170826.55,2,1,0,45041.32
764,Germany,Female,39,9,138341.51,1,1,0,50072.94
790,France,Female,31,9,0.0,2,1,0,84126.75
611,France,Male,27,7,0.0,2,1,1,157474.1
659,France,Female,32,9,0.0,2,1,1,93155.75
687,France,Female,30,6,0.0,2,0,0,179206.92
521,France,Female,39,6,0.0,2,0,1,27375.15
493,France,Female,31,3,0.0,1,1,1,176570.28
639,France,Male,43,6,99610.92,2,1,0,187296.78
636,France,Male,43,6,0.0,2,1,0,43128.95
740,France,Female,60,5,108028.08,2,0,0,25980.42
773,Spain,Male,43,7,138150.57,1,1,1,177357.16
533,Germany,Female,22,10,115743.6,1,0,0,43852.05
668,France,Female,32,2,0.0,2,1,1,40652.33
754,Spain,Male,39,6,170184.99,2,1,0,89593.26
658,Germany,Female,28,9,152812.58,1,1,0,166682.57
495,Spain,Female,42,7,0.0,2,0,0,130404.53
625,Germany,Female,39,10,129845.26,1,1,1,96444.88
679,Germany,Female,50,6,132598.38,2,1,1,184017.98
705,Germany,Male,35,4,136496.12,2,1,0,116672.02
669,Germany,Female,42,1,103873.39,1,1,0,148611.52
744,France,Female,38,9,0.0,2,0,0,20940.76
513,France,Female,37,6,0.0,2,1,0,110142.34
767,France,Female,35,6,115576.44,1,0,1,27922.45
750,France,Female,35,3,0.0,1,1,0,191520.5
421,Spain,Male,34,6,90723.36,1,1,1,12162.76
562,Spain,Male,32,6,161628.66,1,1,0,91482.5
609,France,Male,26,10,126392.18,1,0,1,43651.49
604,France,Male,53,8,144453.75,1,1,0,190998.96
597,France,Female,53,4,88381.21,1,1,0,69384.71
595,Spain,Female,23,10,101126.66,2,0,0,37042.8
620,Germany,Female,25,1,137712.01,1,1,1,76197.05
608,France,Male,33,4,0.0,1,0,1,130474.03
594,France,Female,56,7,0.0,1,1,0,26215.85
718,Germany,Female,39,7,93148.74,2,1,1,190746.38
516,Germany,Male,50,7,139675.07,2,1,0,45591.23
732,France,Female,43,9,0.0,2,1,0,183147.17
634,France,Female,41,8,68213.99,1,1,1,6382.46
645,France,Male,31,7,161171.7,2,1,0,12599.94
714,Germany,Male,29,6,92887.13,1,1,1,69578.49
583,Spain,Female,22,2,0.0,2,0,1,5985.36
756,France,Female,26,5,101641.14,2,0,1,154460.68
538,Spain,Female,31,0,0.0,2,0,0,179453.66
731,Spain,Male,41,4,0.0,2,1,0,22299.27
561,Spain,Male,24,8,143656.55,1,0,1,180932.46
721,Germany,Female,36,3,65253.07,2,1,0,28737.78
534,France,Female,55,8,116973.26,3,1,0,122066.5
468,France,Male,46,7,91443.75,1,1,0,10958.18
376,Germany,Female,29,4,115046.74,4,1,0,119346.88
538,Spain,Male,40,8,0.0,2,1,1,25554.4
589,France,Male,28,7,0.0,2,1,0,151645.96
570,France,Female,29,4,153040.03,1,1,1,131363.57
554,France,Female,43,10,0.0,2,1,0,149629.13
763,Spain,Male,67,9,148564.66,1,0,1,87236.4
632,France,Male,40,5,147650.68,1,1,1,199674.83
601,Germany,Female,49,4,96252.98,2,1,0,104263.82
633,France,Female,47,0,0.0,1,1,1,6342.84
521,Germany,Female,29,2,87212.8,1,1,1,994.86
731,France,Male,31,1,132512.26,1,1,1,185466.85
543,France,Male,35,5,137482.19,1,0,0,62389.35
674,France,Female,45,6,72494.69,1,0,1,140041.78
627,France,Female,55,2,159441.27,1,1,0,100686.11
539,France,Female,29,4,0.0,2,1,1,100919.19
714,France,Male,35,3,0.0,2,1,1,95623.28
567,Spain,Male,34,10,0.0,2,0,1,161571.79
482,France,Female,35,2,133111.73,1,0,1,79957.95
619,France,Female,28,3,0.0,2,1,0,53394.12
568,Germany,Female,31,1,61592.14,2,1,1,61796.64
705,France,Female,48,0,0.0,2,0,0,149772.61
656,France,Male,44,10,143571.52,1,0,0,127444.14
721,France,Male,41,2,0.0,2,1,0,168219.75
749,France,Male,42,1,129776.72,2,0,1,143538.51
617,Germany,Female,39,5,83348.89,3,1,0,7953.62
695,France,Female,29,9,0.0,2,1,0,111565.45
526,Germany,Male,31,5,145537.21,1,1,0,132404.64
573,Spain,Male,56,3,154669.77,1,0,1,115462.27
796,France,Male,44,8,165326.2,1,1,1,57205.55
556,France,Female,47,2,139914.27,1,1,1,50390.98
713,France,Female,37,8,0.0,1,1,1,16403.41
512,Spain,Male,33,3,176666.62,1,1,0,94670.77
654,France,Female,28,7,0.0,2,1,0,151316.37
750,Germany,Female,37,1,133199.71,2,1,1,27366.77
618,France,Female,40,0,0.0,1,1,0,119059.13
675,France,Male,39,1,0.0,2,1,0,153129.22
689,Spain,Female,31,4,0.0,2,1,1,136610.02
706,France,Female,44,4,129605.99,1,0,0,69865.49
609,France,Female,39,8,141675.23,1,0,1,175664.25
807,Germany,Female,42,9,105356.09,2,1,1,130489.37
453,France,Female,37,4,131834.76,2,1,0,8949.2
473,Germany,Female,35,7,131504.73,1,1,0,189560.43
575,France,Male,36,7,0.0,1,1,1,55868.97
757,France,Female,51,1,0.0,1,1,1,22835.13
643,France,Female,31,3,167949.48,1,1,0,143162.34
610,Spain,Male,29,9,0.0,3,0,1,83912.24
512,Spain,Female,46,3,0.0,2,1,1,56408.14
540,Germany,Female,42,9,87271.41,2,1,0,172572.64
699,Germany,Male,36,2,123601.56,2,1,0,103557.85
740,Germany,Female,57,3,113386.36,2,1,1,65121.63
850,France,Female,42,9,113311.11,1,1,1,198193.75
740,Germany,Female,40,2,122295.17,2,1,1,30812.84
573,Spain,Female,44,4,0.0,1,1,1,94862.93
530,France,Female,55,4,120905.03,1,0,1,123475.88
788,France,Female,39,3,135139.33,1,0,1,113086.08
585,France,Male,42,2,0.0,2,1,1,18657.77
733,France,Male,39,1,0.0,2,1,1,141841.31
668,Germany,Male,37,10,152958.29,2,1,1,159585.61
525,France,Female,59,6,55328.4,1,1,0,83342.73
596,France,Female,33,1,138162.81,1,1,0,85412.54
637,France,Male,27,9,128940.24,1,1,0,46786.92
577,France,Female,26,1,180530.51,1,0,0,123454.62
538,France,Female,32,2,0.0,1,1,1,80130.54
582,France,Male,20,4,0.0,1,1,1,55763.66
770,France,Female,30,8,0.0,2,1,0,100557.03
714,France,Female,52,2,0.0,1,0,1,144045.08
747,France,Female,45,1,114959.12,1,1,0,189362.39
675,Germany,Female,33,0,141816.25,1,1,0,64815.05
582,Germany,Female,40,3,110150.43,1,1,1,191757.65
500,Germany,Male,44,9,160838.13,2,1,0,196261.64
772,Spain,Male,36,3,112029.83,1,1,1,186948.35
607,France,Male,25,3,0.0,2,0,0,187048.72
750,France,Male,37,3,0.0,2,1,0,16870.2
632,Germany,Male,42,4,119624.6,2,1,1,195978.86
451,France,Female,31,7,140931.82,1,0,1,20388.77
557,France,Female,46,4,96173.17,2,1,1,116378.31
847,Spain,Male,31,5,0.0,2,1,1,76326.67
769,France,Female,31,6,117852.26,2,1,0,147668.64
591,Spain,Female,40,1,86376.29,1,0,1,136767.16
551,France,Male,42,2,139561.46,1,1,0,43435.43
627,France,Female,57,9,0.0,2,1,1,107712.42
735,Spain,Male,36,5,0.0,2,1,0,105152.17
606,France,Male,32,6,0.0,2,0,1,36540.63
575,France,Male,27,3,139301.68,1,1,0,99843.98
503,Spain,Female,36,9,0.0,2,1,1,16274.67
773,France,Female,41,7,190238.93,1,1,1,57549.65
670,Spain,Male,25,6,0.0,2,1,1,78358.94
660,France,Male,37,2,97324.91,1,1,0,23291.83
675,Spain,Female,50,1,133204.91,1,0,1,8270.06
606,France,Female,35,0,135984.15,2,1,0,186778.89
664,France,Female,31,7,104158.84,1,1,0,134169.85
512,Germany,Male,42,9,93955.83,2,1,0,14828.54
624,Germany,Female,27,7,104848.68,1,1,1,167387.36
578,France,Female,35,2,0.0,2,0,1,26389.92
670,France,Male,36,7,0.0,2,0,0,59571.5
752,Germany,Male,29,4,129514.99,1,1,1,102930.46
506,France,Male,36,5,0.0,2,1,0,164253.35
590,France,Male,40,8,0.0,2,1,0,62933.03
580,France,Female,35,8,0.0,2,0,1,10357.03
664,Germany,Male,36,6,71142.77,2,1,0,122433.09
488,France,Female,22,6,0.0,2,1,1,66393.89
427,France,Male,37,5,0.0,2,1,1,121485.1
631,France,Male,35,9,112392.45,2,1,0,24472.23
579,France,Male,39,5,0.0,2,0,1,39891.84
565,France,Male,49,7,0.0,2,1,1,89609.26
471,France,Female,58,4,114713.57,1,1,1,36315.03
789,Spain,Female,40,4,0.0,2,1,0,137402.27
556,Spain,Male,38,2,115463.16,1,1,0,150679.65
359,France,Female,44,6,128747.69,1,1,0,146955.71
634,Germany,Female,29,8,130036.21,2,0,1,69849.55
678,France,Female,48,2,0.0,2,1,1,32301.88
639,France,Male,66,0,0.0,2,0,1,42240.54
698,France,Male,37,8,0.0,2,0,0,145004.39
481,Spain,Female,37,8,0.0,2,1,0,44215.86
738,France,Male,26,9,0.0,2,1,1,48644.94
605,France,Female,36,6,0.0,1,0,1,690.84
719,France,Male,69,3,0.0,2,1,1,58320.06
697,France,Female,76,7,0.0,2,0,1,188772.45
766,Spain,Male,36,5,78381.13,1,0,1,153831.6
671,France,Male,45,2,106376.85,1,0,1,158264.62
640,Germany,Male,33,8,81677.22,2,0,0,34925.56
791,Germany,Male,35,5,129828.58,1,1,1,181918.26
584,Germany,Female,41,3,88594.93,1,1,0,178997.89
733,Spain,Female,32,5,0.0,2,1,0,131625.14
793,France,Male,32,2,0.0,2,1,0,193817.63
676,Spain,Female,36,4,0.0,2,1,1,3173.31
609,France,Male,32,7,118520.41,1,0,0,3815.48
769,France,Male,29,2,123757.52,2,1,0,84872.66
573,Germany,Female,35,9,206868.78,2,0,1,102986.15
640,Germany,Female,30,5,32197.64,1,0,1,141446.01
555,France,Male,40,10,43028.77,1,1,0,170514.21
691,France,Female,44,6,134066.1,2,1,1,197572.41
617,France,Female,30,8,0.0,1,1,1,92621.9
816,Germany,Female,25,2,150355.35,2,1,1,35770.84
603,Germany,Male,44,6,108122.39,2,1,0,108488.33
687,France,Female,26,6,0.0,2,1,1,32909.13
705,Germany,Male,42,8,166685.92,2,1,1,55313.51
803,France,Female,32,9,192122.84,1,1,1,54277.45
722,France,Male,46,6,0.0,1,1,1,93917.68
753,France,Female,43,5,0.0,2,1,0,109881.71
684,Spain,Female,38,3,0.0,2,1,0,44255.65
625,Spain,Male,32,7,106957.28,1,1,1,134794.02
737,France,Female,33,4,0.0,2,1,0,115115.32
524,Germany,Male,29,9,144287.6,2,1,0,32063.3
513,France,Male,40,3,141004.46,1,1,0,105028.46
850,France,Male,41,3,136416.82,1,0,1,57844.26
569,France,Male,28,7,0.0,2,1,0,73977.23
528,Spain,Male,40,4,0.0,2,1,0,25399.7
727,France,Male,62,5,0.0,2,0,1,38652.96
541,France,Male,46,6,0.0,2,1,1,83456.67
602,France,Female,63,7,0.0,2,1,1,56323.21
691,France,Male,58,3,0.0,1,0,1,194930.3
588,France,Female,34,3,120777.88,1,1,1,131729.52
755,Germany,Female,30,6,154221.37,2,0,1,62688.55
690,France,Male,54,5,0.0,1,1,0,12847.61
528,France,Male,35,3,156687.1,1,1,0,199320.77
799,Germany,Male,31,9,154586.92,1,0,1,88604.89
614,Germany,Male,43,8,140733.74,1,1,1,166588.76
748,Spain,Female,23,8,85600.08,1,0,0,134077.71
556,France,Female,40,9,129860.37,1,0,0,17992.94
651,France,Male,34,4,91562.99,1,1,1,123954.15
589,Germany,Male,55,7,119961.48,1,1,0,65156.83
744,France,Female,43,10,147832.15,1,0,1,24234.11
684,France,Female,38,5,133189.4,1,0,0,127388.06
554,Spain,Female,41,4,112152.89,1,0,1,36242.19
666,France,Female,41,10,141162.08,1,1,0,50908.48
569,Germany,Female,32,8,145330.43,1,1,1,132038.65
555,France,Male,51,5,0.0,3,1,0,189122.89
729,Germany,Male,36,8,152899.24,2,1,0,177130.33
482,France,Male,55,5,97318.25,1,0,1,78416.14
835,France,Female,56,2,0.0,2,1,1,39820.13
666,France,Male,53,5,64646.7,1,1,0,128019.48
728,France,Female,69,1,0.0,2,1,1,131804.86
650,France,Female,43,6,0.0,2,1,1,16301.91
768,France,Female,40,8,0.0,2,0,1,69080.46
696,France,Female,30,8,0.0,2,1,1,196134.44
730,France,Female,35,0,155470.55,1,1,1,53718.28
697,Germany,Male,43,7,115371.94,2,1,0,64139.1
586,Spain,Female,33,10,66948.67,2,1,1,140759.03
691,France,Female,33,6,0.0,2,1,0,164074.89
481,France,Female,39,6,0.0,1,1,1,24677.54
567,France,Male,36,1,0.0,2,0,0,8555.73
504,France,Female,73,8,0.0,1,1,1,34595.58
531,Spain,Male,70,1,0.0,2,0,0,99503.19
599,France,Male,58,4,0.0,1,0,0,176407.15
653,Germany,Female,25,2,158266.42,3,1,1,199357.24
625,France,Female,52,2,79468.96,1,1,1,84606.03
666,Spain,Female,36,6,0.0,2,1,0,176692.87
703,Spain,Male,29,9,0.0,2,1,0,50679.48
655,Germany,Male,41,8,125561.97,1,0,0,164040.94
548,France,Female,36,3,0.0,1,1,0,65996.9
586,Germany,Female,36,5,103700.69,1,1,0,194072.56
491,Germany,Female,68,1,95039.12,1,0,1,116471.14
478,Spain,Male,43,1,0.0,2,1,1,197916.43
592,France,Male,37,3,96651.03,1,1,1,3232.82
712,France,Male,34,1,0.0,2,1,1,195052.12
534,Spain,Male,51,3,0.0,2,0,1,20856.31
618,France,Male,56,7,0.0,1,1,1,142400.27
662,Spain,Female,30,9,0.0,2,0,1,157884.83
382,Spain,Male,36,0,0.0,1,1,1,179540.73
682,Spain,Female,58,4,0.0,1,1,0,176036.01
417,France,Male,34,7,0.0,2,1,0,55003.79
652,France,Male,51,7,0.0,2,0,1,43496.36
741,France,Female,44,7,0.0,2,1,1,190534.76
740,Spain,Female,31,8,0.0,2,0,0,86657.48
613,France,Female,45,1,187841.99,2,1,1,147224.27
720,France,Male,44,4,0.0,2,1,0,163471.01
612,France,Female,42,10,75497.51,1,0,0,149682.78
631,Germany,Female,34,6,125227.82,2,0,1,128247.03
592,France,Male,60,9,0.0,4,1,1,13614.01
581,Spain,Male,34,1,0.0,2,0,1,81175.25
594,Germany,Male,28,5,185013.02,1,1,0,16481.12
514,France,Female,46,3,106511.85,1,1,0,55072.32
500,France,Male,56,1,100374.58,1,1,0,118490.8
850,Germany,Female,45,5,127258.79,1,1,1,192744.23
551,Spain,Male,49,1,150777.72,2,1,1,135757.27
695,France,Male,36,6,114007.5,2,1,0,118120.88
605,France,Male,52,1,63349.75,1,1,0,108887.44
535,Germany,Female,53,5,141616.55,2,1,1,75888.65
541,France,Female,39,6,109844.81,1,1,0,25289.23
782,France,Male,33,7,191523.09,1,1,1,167058.75
584,France,Male,35,9,0.0,2,1,0,192381.21
529,Spain,Male,34,9,0.0,1,1,1,93208.22
659,Spain,Male,31,7,149620.88,2,1,1,104533.51
704,France,Male,42,8,129735.3,2,1,1,179565.57
681,Spain,Male,38,2,99811.44,2,1,0,23531.5
757,France,Male,46,0,0.0,2,1,0,37460.05
850,France,Male,37,4,126872.6,1,1,0,197266.58
660,Spain,Male,38,6,109869.32,1,1,1,154641.91
725,France,Male,38,6,0.0,2,1,1,158697.28
779,France,Female,42,5,0.0,2,0,0,25951.91
653,Spain,Male,55,7,0.0,2,1,1,41967.03
532,France,Male,38,9,0.0,2,0,0,30583.95
769,Germany,Male,43,4,110182.54,2,1,1,87537.32
714,France,Female,72,3,0.0,1,1,1,86733.61
584,France,Female,35,2,114321.28,2,0,0,15959.01
460,Germany,Male,46,4,127559.97,2,1,1,126952.5
761,Spain,Male,37,7,132730.17,1,1,0,199293.01
571,Germany,Female,66,9,111577.01,1,0,1,189271.9
781,Spain,Male,33,3,0.0,2,1,1,42556.33
641,France,Female,53,0,123835.52,2,0,1,160110.65
626,Germany,Male,35,4,88109.81,1,1,1,32825.5
785,Germany,Female,32,3,124493.03,2,0,1,52583.79
658,France,Male,29,3,145512.84,1,1,0,20207.02
465,Germany,Male,24,5,117154.9,1,1,1,127744.02
528,Germany,Male,32,2,99092.45,1,0,1,111149.98
767,Spain,Female,24,5,0.0,2,1,1,67445.85
624,Germany,Female,45,5,151855.33,1,1,0,68794.15
558,France,Female,56,7,121235.05,2,1,1,116253.1
665,France,Female,41,8,96147.55,1,1,0,137037.97
733,France,Male,42,9,120094.93,1,1,0,184056.45
512,France,Female,41,8,145150.28,1,1,0,64869.32
690,Spain,Female,30,5,0.0,2,0,1,78700.03
507,France,Female,31,0,106942.08,1,0,1,44001.11
633,Germany,Male,43,3,144164.29,1,1,1,158646.46
624,Spain,Male,38,7,123906.55,1,1,0,135096.78
570,France,Male,37,6,0.0,1,1,1,187758.5
461,Spain,Female,25,6,0.0,2,1,1,15306.29
548,France,Male,57,6,76165.65,1,1,1,133537.53
719,Germany,Female,76,10,95052.29,1,1,0,176244.87
624,France,Female,32,2,79368.87,2,1,1,145471.94
662,Spain,Female,72,7,140301.72,1,0,1,179258.67
568,Spain,Male,28,1,127289.28,1,0,0,45611.51
462,France,Male,39,4,140133.08,2,0,0,131304.45
719,Spain,Male,37,10,145382.61,1,1,0,80408.59
756,France,Female,24,1,0.0,2,1,0,184182.25
627,France,Male,31,8,128131.73,1,1,0,96131.47
667,Germany,Female,39,4,83765.35,2,1,0,118358.54
499,Germany,Male,36,5,131142.53,2,1,0,174918.46
772,France,Male,47,9,152347.01,1,0,1,17671.78
512,Spain,Male,31,6,0.0,2,1,0,168462.26
627,France,Female,35,7,0.0,2,0,1,193022.44
659,France,Female,32,2,155584.21,1,0,1,153662.88
596,Germany,Male,32,3,96709.07,2,0,0,41788.37
654,Germany,Male,37,2,145610.07,2,0,0,186300.59
645,Spain,Female,37,7,0.0,2,1,0,13589.93
673,Germany,Male,47,1,183579.54,2,0,1,34047.54
778,Germany,Male,31,9,182275.23,2,1,0,190631.23
457,Germany,Male,42,4,126772.57,1,0,1,126106.4
678,France,Female,34,6,0.0,2,1,1,124592.84
744,France,Male,29,1,0.0,1,0,0,82422.97
705,Germany,Female,44,10,106731.58,1,1,0,137419.87
517,Germany,Female,59,8,154110.99,2,1,0,101240.08
656,Spain,Male,26,4,139584.57,1,1,0,36308.93
687,France,Male,34,7,129895.19,1,0,1,28698.17
634,Germany,Male,24,8,103097.85,1,1,1,157577.29
577,Spain,Male,41,4,89015.61,1,0,1,135227.23
693,France,Male,40,4,130661.96,1,1,1,101918.96
